SYMBOL	ENSEMBL	ENTREZID	GENENAME
LIN7A	ENSG00000111052	8825	lin-7 homolog A, crumbs cell polarity complex component
BRD4	ENSG00000141867	23476	bromodomain containing 4
FIGN	ENSG00000182263	55137	fidgetin, microtubule severing factor
FARSB	ENSG00000116120	10056	phenylalanyl-tRNA synthetase subunit beta
KIAA1958	ENSG00000165185	158405	KIAA1958
TSSC4	ENSG00000184281	10078	tumor suppressing subtransferable candidate 4
C3orf84	ENSG00000236980	646498	chromosome 3 open reading frame 84
PPP1R26	ENSG00000196422	9858	protein phosphatase 1 regulatory subunit 26
CILP2	ENSG00000160161	148113	cartilage intermediate layer protein 2
CDR2	ENSG00000140743	1039	cerebellar degeneration related protein 2
KRTAP12-4	ENSG00000212933	386684	keratin associated protein 12-4
CXorf40A	ENSG00000197620	91966	chromosome X open reading frame 40A
C11orf91	ENSG00000205177	100131378	chromosome 11 open reading frame 91
UACA	ENSG00000137831	55075	uveal autoantigen with coiled-coil domains and ankyrin repeats
CDC34	ENSG00000099804	997	cell division cycle 34
TMEM71	ENSG00000165071	137835	transmembrane protein 71
JPH3	ENSG00000154118	57338	junctophilin 3
GPR135	ENSG00000181619	64582	G protein-coupled receptor 135
MICB	ENSG00000204516	4277	MHC class I polypeptide-related sequence B
MICB	ENSG00000231179	4277	MHC class I polypeptide-related sequence B
MICB	ENSG00000206449	4277	MHC class I polypeptide-related sequence B
MICB	ENSG00000238289	4277	MHC class I polypeptide-related sequence B
MICB	ENSG00000231372	4277	MHC class I polypeptide-related sequence B
MICB	ENSG00000234218	4277	MHC class I polypeptide-related sequence B
MICB	ENSG00000227772	4277	MHC class I polypeptide-related sequence B
MICB	ENSG00000224378	4277	MHC class I polypeptide-related sequence B
INHBB	ENSG00000163083	3625	inhibin subunit beta B
CRIP1	ENSG00000213145	1396	cysteine rich protein 1
TMEM241	ENSG00000134490	85019	transmembrane protein 241
STAMBPL1	ENSG00000138134	57559	STAM binding protein like 1
CCL4L2	ENSG00000276070	9560	C-C motif chemokine ligand 4 like 2
CCL4L2	ENSG00000282604	9560	C-C motif chemokine ligand 4 like 2
CCL4L2	ENSG00000275313	9560	C-C motif chemokine ligand 4 like 2
CCL4L2	ENSG00000276125	9560	C-C motif chemokine ligand 4 like 2
GRB10	ENSG00000106070	2887	growth factor receptor bound protein 10
SH3PXD2A	ENSG00000107957	9644	SH3 and PX domains 2A
TTC39B	ENSG00000155158	158219	tetratricopeptide repeat domain 39B
NUDT4	ENSG00000173598	11163	nudix hydrolase 4
LPPR2	NA	NA	NA
TMPRSS11F	ENSG00000198092	389208	transmembrane serine protease 11F
LYL1	ENSG00000104903	4066	LYL1, basic helix-loop-helix family member
COL4A1	ENSG00000187498	1282	collagen type IV alpha 1 chain
CDK16	ENSG00000102225	5127	cyclin dependent kinase 16
TENM2	ENSG00000145934	57451	teneurin transmembrane protein 2
CYP2D6	ENSG00000100197	1565	cytochrome P450 family 2 subfamily D member 6
CYP2D6	ENSG00000272532	1565	cytochrome P450 family 2 subfamily D member 6
CYP2D6	ENSG00000275211	1565	cytochrome P450 family 2 subfamily D member 6
CYP2D6	ENSG00000280905	1565	cytochrome P450 family 2 subfamily D member 6
CYP2D6	ENSG00000282966	1565	cytochrome P450 family 2 subfamily D member 6
CYP2D6	ENSG00000283284	1565	cytochrome P450 family 2 subfamily D member 6
SMTNL1	ENSG00000214872	219537	smoothelin like 1
ZXDC	ENSG00000070476	79364	ZXD family zinc finger C
METTL7B	ENSG00000170439	196410	methyltransferase like 7B
OR6X1	ENSG00000221931	390260	olfactory receptor family 6 subfamily X member 1
SYNJ2BP-COX16	ENSG00000258644	100529257	SYNJ2BP-COX16 readthrough
TRIM72	ENSG00000177238	493829	tripartite motif containing 72
MBD3L2	ENSG00000230522	125997	methyl-CpG binding domain protein 3 like 2
DLL1	ENSG00000198719	28514	delta like canonical Notch ligand 1
DLL1	ENSG00000275555	28514	delta like canonical Notch ligand 1
ASIP	ENSG00000101440	434	agouti signaling protein
BET1L	ENSG00000177951	51272	Bet1 golgi vesicular membrane trafficking protein like
TASP1	ENSG00000089123	55617	taspase 1
EID2B	ENSG00000176401	126272	EP300 interacting inhibitor of differentiation 2B
C2orf83	ENSG00000042304	56918	chromosome 2 open reading frame 83
ISG20L2	ENSG00000143319	81875	interferon stimulated exonuclease gene 20 like 2
EIF5A	ENSG00000132507	1984	eukaryotic translation initiation factor 5A
EME2	ENSG00000197774	197342	essential meiotic structure-specific endonuclease subunit 2
DACT3	ENSG00000197380	147906	dishevelled binding antagonist of beta catenin 3
MLIP	ENSG00000146147	90523	muscular LMNA interacting protein
GLRB	ENSG00000109738	2743	glycine receptor beta
TDP2	ENSG00000111802	51567	tyrosyl-DNA phosphodiesterase 2
PHTF1	ENSG00000116793	10745	putative homeodomain transcription factor 1
NLN	ENSG00000123213	57486	neurolysin
CDH15	ENSG00000129910	1013	cadherin 15
MIEN1	ENSG00000141741	84299	migration and invasion enhancer 1
TMEM88	ENSG00000167874	92162	transmembrane protein 88
KIN	ENSG00000151657	22944	Kin17 DNA and RNA binding protein
CCNDBP1	ENSG00000166946	23582	cyclin D1 binding protein 1
HELQ	ENSG00000163312	113510	helicase, POLQ like
TMBIM4	ENSG00000155957	51643	transmembrane BAX inhibitor motif containing 4
SEPN1	NA	NA	NA
SSH3	ENSG00000172830	54961	slingshot protein phosphatase 3
HBG2	ENSG00000196565	3048	hemoglobin subunit gamma 2
TOMM20L	ENSG00000196860	387990	translocase of outer mitochondrial membrane 20 like
SMIM24	ENSG00000095932	284422	small integral membrane protein 24
RGL2	ENSG00000237441	5863	ral guanine nucleotide dissociation stimulator like 2
RGL2	ENSG00000228736	5863	ral guanine nucleotide dissociation stimulator like 2
RGL2	ENSG00000237825	5863	ral guanine nucleotide dissociation stimulator like 2
RGL2	ENSG00000206282	5863	ral guanine nucleotide dissociation stimulator like 2
RGL2	ENSG00000224841	5863	ral guanine nucleotide dissociation stimulator like 2
STX8	ENSG00000170310	9482	syntaxin 8
CCDC175	ENSG00000151838	729665	coiled-coil domain containing 175
BOD1L2	ENSG00000228075	284257	biorientation of chromosomes in cell division 1 like 2
CCDC127	ENSG00000164366	133957	coiled-coil domain containing 127
COMTD1	ENSG00000165644	118881	catechol-O-methyltransferase domain containing 1
LSM8	ENSG00000128534	51691	LSM8 homolog, U6 small nuclear RNA associated
CTNNAL1	ENSG00000119326	8727	catenin alpha like 1
MYO9B	ENSG00000099331	4650	myosin IXB
OR13F1	ENSG00000186881	138805	olfactory receptor family 13 subfamily F member 1
RBM12B	ENSG00000183808	389677	RNA binding motif protein 12B
GLRX5	ENSG00000182512	51218	glutaredoxin 5
Mar-01	NA	NA	NA
NHLRC3	ENSG00000188811	387921	NHL repeat containing 3
MTF2	ENSG00000143033	22823	metal response element binding transcription factor 2
KLK1	ENSG00000167748	3816	kallikrein 1
FAM13C	ENSG00000148541	220965	family with sequence similarity 13 member C
PAXBP1	ENSG00000159086	94104	PAX3 and PAX7 binding protein 1
PAXBP1	ENSG00000263141	94104	PAX3 and PAX7 binding protein 1
PPP2R3B	ENSG00000167393	28227	protein phosphatase 2 regulatory subunit B''beta
PPP2R3B	ENSG00000276438	28227	protein phosphatase 2 regulatory subunit B''beta
PPP2R3B	ENSG00000273850	28227	protein phosphatase 2 regulatory subunit B''beta
CCL18	ENSG00000275385	6362	C-C motif chemokine ligand 18
CCL18	ENSG00000278006	6362	C-C motif chemokine ligand 18
CCL18	ENSG00000278167	6362	C-C motif chemokine ligand 18
ACSM2A	ENSG00000183747	123876	acyl-CoA synthetase medium chain family member 2A
TAS2R39	ENSG00000236398	259285	taste 2 receptor member 39
ZCCHC10	ENSG00000155329	54819	zinc finger CCHC-type containing 10
HRC	ENSG00000130528	3270	histidine rich calcium binding protein
SLC25A1	ENSG00000100075	6576	solute carrier family 25 member 1
EPS15L1	ENSG00000127527	58513	epidermal growth factor receptor pathway substrate 15 like 1
SLC25A34	ENSG00000162461	284723	solute carrier family 25 member 34
HIST1H3H	ENSG00000278828	8357	histone cluster 1 H3 family member h
DNAH1	ENSG00000114841	25981	dynein axonemal heavy chain 1
DCAF11	ENSG00000100897	80344	DDB1 and CUL4 associated factor 11
DCAF11	ENSG00000284796	80344	DDB1 and CUL4 associated factor 11
CCER2	ENSG00000262484	643669	coiled-coil glutamate rich protein 2
CCER2	ENSG00000283099	643669	coiled-coil glutamate rich protein 2
MLH3	ENSG00000119684	27030	mutL homolog 3
POLE4	ENSG00000115350	56655	DNA polymerase epsilon 4, accessory subunit
PPIL1	ENSG00000137168	51645	peptidylprolyl isomerase like 1
MEGF10	ENSG00000145794	84466	multiple EGF like domains 10
KLF3	ENSG00000109787	51274	Kruppel like factor 3
GPATCH11	ENSG00000152133	253635	G-patch domain containing 11
MRPL9	ENSG00000143436	65005	mitochondrial ribosomal protein L9
AASS	ENSG00000008311	10157	aminoadipate-semialdehyde synthase
CXCL10	ENSG00000169245	3627	C-X-C motif chemokine ligand 10
GALNT12	ENSG00000119514	79695	polypeptide N-acetylgalactosaminyltransferase 12
SLC44A4	ENSG00000204385	80736	solute carrier family 44 member 4
SLC44A4	ENSG00000231479	80736	solute carrier family 44 member 4
SLC44A4	ENSG00000228263	80736	solute carrier family 44 member 4
SLC44A4	ENSG00000232180	80736	solute carrier family 44 member 4
SLC44A4	ENSG00000229077	80736	solute carrier family 44 member 4
SLC44A4	ENSG00000206378	80736	solute carrier family 44 member 4
SLC44A4	ENSG00000235336	80736	solute carrier family 44 member 4
SLC44A4	ENSG00000203463	80736	solute carrier family 44 member 4
CDX2	ENSG00000165556	1045	caudal type homeobox 2
NAGPA	ENSG00000103174	51172	N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase
EVC2	ENSG00000173040	132884	EvC ciliary complex subunit 2
ALDH7A1	ENSG00000164904	501	aldehyde dehydrogenase 7 family member A1
HFE2	NA	NA	NA
ENO3	ENSG00000108515	2027	enolase 3
FEV	ENSG00000163497	54738	FEV, ETS transcription factor
NUDT3	ENSG00000272325	11165	nudix hydrolase 3
ZBP1	ENSG00000124256	81030	Z-DNA binding protein 1
SDK1	ENSG00000146555	221935	sidekick cell adhesion molecule 1
AMBP	ENSG00000106927	259	alpha-1-microglobulin/bikunin precursor
FAM9A	ENSG00000183304	171482	family with sequence similarity 9 member A
VSX2	ENSG00000119614	338917	visual system homeobox 2
NAP1L4	ENSG00000205531	4676	nucleosome assembly protein 1 like 4
NAP1L4	ENSG00000273562	4676	nucleosome assembly protein 1 like 4
AMACR	ENSG00000242110	23600	alpha-methylacyl-CoA racemase
ERMP1	ENSG00000099219	79956	endoplasmic reticulum metallopeptidase 1
PRH2	ENSG00000134551	5555	proline rich protein HaeIII subfamily 2
PRH2	ENSG00000272803	5555	proline rich protein HaeIII subfamily 2
PRH2	ENSG00000275679	5555	proline rich protein HaeIII subfamily 2
SH3BP5L	ENSG00000175137	80851	SH3 binding domain protein 5 like
ACADVL	ENSG00000072778	37	acyl-CoA dehydrogenase very long chain
SETX	ENSG00000107290	23064	senataxin
TGFBR2	ENSG00000163513	7048	transforming growth factor beta receptor 2
THOC3	ENSG00000051596	84321	THO complex 3
OR5B12	ENSG00000172362	390191	olfactory receptor family 5 subfamily B member 12
RAB35	ENSG00000111737	11021	RAB35, member RAS oncogene family
SP3	ENSG00000172845	6670	Sp3 transcription factor
SLC13A2	ENSG00000007216	9058	solute carrier family 13 member 2
GPRASP2	ENSG00000158301	114928	G protein-coupled receptor associated sorting protein 2
ALG2	ENSG00000119523	85365	ALG2, alpha-1,3/1,6-mannosyltransferase
CAMKMT	ENSG00000143919	79823	calmodulin-lysine N-methyltransferase
PHB2	ENSG00000215021	11331	prohibitin 2
ZNF528	ENSG00000167555	84436	zinc finger protein 528
GTF3C2	ENSG00000115207	2976	general transcription factor IIIC subunit 2
ELAVL3	ENSG00000196361	1995	ELAV like RNA binding protein 3
SPRY2	ENSG00000136158	10253	sprouty RTK signaling antagonist 2
VMO1	ENSG00000182853	284013	vitelline membrane outer layer 1 homolog
C11orf24	ENSG00000171067	53838	chromosome 11 open reading frame 24
NCEH1	ENSG00000144959	57552	neutral cholesterol ester hydrolase 1
MIR1-1HG	ENSG00000174407	128826	MIR1-1 host gene
RASSF7	ENSG00000099849	8045	Ras association domain family member 7
RASSF7	ENSG00000273859	8045	Ras association domain family member 7
RDX	ENSG00000137710	5962	radixin
VN1R5	ENSG00000197617	317705	vomeronasal 1 receptor 5 (gene/pseudogene)
HS3ST6	ENSG00000162040	64711	heparan sulfate-glucosamine 3-sulfotransferase 6
HS3ST6	ENSG00000276333	64711	heparan sulfate-glucosamine 3-sulfotransferase 6
PTGDS	ENSG00000107317	5730	prostaglandin D2 synthase
FCRL3	ENSG00000160856	115352	Fc receptor like 3
RBM44	ENSG00000177483	375316	RNA binding motif protein 44
GPLD1	ENSG00000112293	2822	glycosylphosphatidylinositol specific phospholipase D1
ORC5	ENSG00000164815	5001	origin recognition complex subunit 5
MCF2	ENSG00000101977	4168	MCF.2 cell line derived transforming sequence
ZNF407	ENSG00000215421	55628	zinc finger protein 407
C6	ENSG00000039537	729	complement C6
OR11L1	ENSG00000197591	391189	olfactory receptor family 11 subfamily L member 1
LOC388813	ENSG00000155307	388813	uncharacterized protein ENSP00000383407-like
AGPAT5	ENSG00000155189	55326	1-acylglycerol-3-phosphate O-acyltransferase 5
AGPAT5	ENSG00000284980	55326	1-acylglycerol-3-phosphate O-acyltransferase 5
GPR89B	ENSG00000188092	51463	G protein-coupled receptor 89B
GPR89B	ENSG00000117262	51463	G protein-coupled receptor 89B
C10orf55	ENSG00000222047	414236	chromosome 10 open reading frame 55
TAS1R1	ENSG00000173662	80835	taste 1 receptor member 1
TPRN	ENSG00000176058	286262	taperin
FOXD4L4	ENSG00000184659	349334	forkhead box D4 like 4
SREBF2	ENSG00000198911	6721	sterol regulatory element binding transcription factor 2
RPL39L	ENSG00000163923	116832	ribosomal protein L39 like
BCL9	ENSG00000116128	607	B cell CLL/lymphoma 9
UGT1A3	ENSG00000243135	54659	UDP glucuronosyltransferase family 1 member A3
ATR	ENSG00000175054	545	ATR serine/threonine kinase
BID	ENSG00000015475	637	BH3 interacting domain death agonist
ZNF619	ENSG00000177873	285267	zinc finger protein 619
PRAMEF4	ENSG00000243073	400735	PRAME family member 4
PRAMEF4	ENSG00000282584	400735	PRAME family member 4
RPL10A	ENSG00000198755	4736	ribosomal protein L10a
POM121C	ENSG00000272391	100101267	POM121 transmembrane nucleoporin C
IFI6	ENSG00000126709	2537	interferon alpha inducible protein 6
HEPH	ENSG00000089472	9843	hephaestin
PHOX2A	ENSG00000165462	401	paired like homeobox 2A
ABCG1	ENSG00000160179	9619	ATP binding cassette subfamily G member 1
ANP32E	ENSG00000143401	81611	acidic nuclear phosphoprotein 32 family member E
TCTEX1D4	ENSG00000188396	343521	Tctex1 domain containing 4
CPNE5	ENSG00000124772	57699	copine 5
WFDC5	ENSG00000175121	149708	WAP four-disulfide core domain 5
GABRA4	ENSG00000109158	2557	gamma-aminobutyric acid type A receptor alpha4 subunit
PTPN21	ENSG00000070778	11099	protein tyrosine phosphatase, non-receptor type 21
KCNK1	ENSG00000135750	3775	potassium two pore domain channel subfamily K member 1
KCMF1	ENSG00000176407	56888	potassium channel modulatory factor 1
PROZ	ENSG00000126231	8858	protein Z, vitamin K dependent plasma glycoprotein
PCDHA12	ENSG00000251664	56137	protocadherin alpha 12
HPSE2	ENSG00000172987	60495	heparanase 2 (inactive)
FBXL13	ENSG00000161040	222235	F-box and leucine rich repeat protein 13
ZNF621	ENSG00000172888	285268	zinc finger protein 621
PRDM9	ENSG00000164256	56979	PR/SET domain 9
ECD	ENSG00000122882	11319	ecdysoneless cell cycle regulator
DRC1	ENSG00000157856	92749	dynein regulatory complex subunit 1
CACNA2D4	ENSG00000151062	93589	calcium voltage-gated channel auxiliary subunit alpha2delta 4
CACNA2D4	ENSG00000284953	93589	calcium voltage-gated channel auxiliary subunit alpha2delta 4
TRPM7	ENSG00000092439	54822	transient receptor potential cation channel subfamily M member 7
TRIQK	ENSG00000205133	286144	triple QxxK/R motif containing
ASCL4	ENSG00000187855	121549	achaete-scute family bHLH transcription factor 4
TPRKB	ENSG00000144034	51002	TP53RK binding protein
VGLL2	ENSG00000170162	245806	vestigial like family member 2
MTM1	ENSG00000171100	4534	myotubularin 1
ZNF536	ENSG00000198597	9745	zinc finger protein 536
IL27RA	ENSG00000104998	9466	interleukin 27 receptor subunit alpha
LBX1	ENSG00000138136	10660	ladybird homeobox 1
ATP13A3	ENSG00000133657	79572	ATPase 13A3
IDH3G	ENSG00000067829	3421	isocitrate dehydrogenase 3 (NAD(+)) gamma
ACSBG2	ENSG00000130377	81616	acyl-CoA synthetase bubblegum family member 2
NDUFB8	ENSG00000166136	4714	NADH:ubiquinone oxidoreductase subunit B8
TNFSF15	ENSG00000181634	9966	TNF superfamily member 15
C1QTNF9B	ENSG00000205863	387911	C1q and TNF related 9B
WFDC1	ENSG00000103175	58189	WAP four-disulfide core domain 1
MAPK13	ENSG00000156711	5603	mitogen-activated protein kinase 13
BSPRY	ENSG00000119411	54836	B-box and SPRY domain containing
IGFBPL1	ENSG00000137142	347252	insulin like growth factor binding protein like 1
OTUD1	ENSG00000165312	220213	OTU deubiquitinase 1
PPP1R12C	ENSG00000125503	54776	protein phosphatase 1 regulatory subunit 12C
OR4K5	ENSG00000176281	79317	olfactory receptor family 4 subfamily K member 5
LOC339862	NA	339862	uncharacterized LOC339862
RNF167	ENSG00000108523	26001	ring finger protein 167
PLP2	ENSG00000102007	5355	proteolipid protein 2
OAF	ENSG00000184232	220323	out at first homolog
TMPRSS5	ENSG00000166682	80975	transmembrane serine protease 5
ZNF709	ENSG00000242852	163051	zinc finger protein 709
SMAD4	ENSG00000141646	4089	SMAD family member 4
SRPX2	ENSG00000102359	27286	sushi repeat containing protein X-linked 2
PRCC	ENSG00000143294	5546	proline rich mitotic checkpoint control factor
SERPINA11	ENSG00000186910	256394	serpin family A member 11
RBM25	ENSG00000119707	58517	RNA binding motif protein 25
SCGB1A1	ENSG00000149021	7356	secretoglobin family 1A member 1
INPP5F	ENSG00000198825	22876	inositol polyphosphate-5-phosphatase F
PTGR1	ENSG00000106853	22949	prostaglandin reductase 1
GTF2H2C	ENSG00000183474	728340	GTF2H2 family member C
GTF2H2C	ENSG00000276910	728340	GTF2H2 family member C
GTF2H2C	ENSG00000145736	728340	GTF2H2 family member C
GTF2H2C	ENSG00000275045	728340	GTF2H2 family member C
PIK3R1	ENSG00000145675	5295	phosphoinositide-3-kinase regulatory subunit 1
ELAVL1	ENSG00000066044	1994	ELAV like RNA binding protein 1
FASTKD5	ENSG00000215251	60493	FAST kinase domains 5
ETV7	ENSG00000010030	51513	ETS variant 7
ITGA5	ENSG00000161638	3678	integrin subunit alpha 5
MAGEB3	ENSG00000198798	4114	MAGE family member B3
SLC39A12	ENSG00000148482	221074	solute carrier family 39 member 12
PMAIP1	ENSG00000141682	5366	phorbol-12-myristate-13-acetate-induced protein 1
TPRG1L	ENSG00000158109	127262	tumor protein p63 regulated 1 like
CNOT3	ENSG00000088038	4849	CCR4-NOT transcription complex subunit 3
CNOT3	ENSG00000277114	4849	CCR4-NOT transcription complex subunit 3
CNOT3	ENSG00000274616	4849	CCR4-NOT transcription complex subunit 3
CNOT3	ENSG00000277600	4849	CCR4-NOT transcription complex subunit 3
CNOT3	ENSG00000273943	4849	CCR4-NOT transcription complex subunit 3
CNOT3	ENSG00000274176	4849	CCR4-NOT transcription complex subunit 3
CNOT3	ENSG00000274941	4849	CCR4-NOT transcription complex subunit 3
CNOT3	ENSG00000276082	4849	CCR4-NOT transcription complex subunit 3
CNOT3	ENSG00000275979	4849	CCR4-NOT transcription complex subunit 3
